LocationAbbr,"Deaths per 100,000",Gender,Race/Ethnicity
AK,254.3,Overall,White
AK,261.5,Overall,White
AK,285.4,Overall,White
AK,278.9,Overall,White
AK,284.2,Overall,White
AK,284.2,Overall,White
AK,255.0,Overall,White
AK,354.5,Overall,White
AK,268.2,Overall,White
AK,264.5,Overall,White
AK,256.0,Overall,White
AK,302.7,Overall,White
AK,299.3,Overall,White
AK,204.4,Overall,White
AK,279.0,Overall,White
AK,255.9,Overall,White
AK,304.2,Overall,White
AK,277.2,Overall,White
AK,208.4,Overall,Black
AK,449.8,Overall,Black
AK,443.7,Overall,Black
AK,204.8,Overall,Black
AK,204.9,Overall,Black
AK,357.0,Overall,Black
AK,207.1,Overall,Black
AK,335.2,Overall,Black
AK,101.0,Overall,Hispanic
AK,101.1,Overall,Hispanic
AK,98.8,Overall,Hispanic
AK,100.0,Overall,Hispanic
AK,191.3,Overall,Asian and Pacific Islander
AK,160.0,Overall,Asian and Pacific Islander
AK,136.3,Overall,Asian and Pacific Islander
AK,191.3,Overall,Asian and Pacific Islander
AK,160.0,Overall,Asian and Pacific Islander
AK,136.3,Overall,Asian and Pacific Islander
AK,191.3,Overall,Asian and Pacific Islander
AK,160.0,Overall,Asian and Pacific Islander
AK,136.3,Overall,Asian and Pacific Islander
AK,472.9,Overall,American Indian and Alaskan Native
AK,358.2,Overall,American Indian and Alaskan Native
AK,323.1,Overall,American Indian and Alaskan Native
AK,370.6,Overall,American Indian and Alaskan Native
AK,348.5,Overall,American Indian and Alaskan Native
AK,371.2,Overall,American Indian and Alaskan Native
AK,371.2,Overall,American Indian and Alaskan Native
AK,434.6,Overall,American Indian and Alaskan Native
AK,440.4,Overall,American Indian and Alaskan Native
AK,389.2,Overall,American Indian and Alaskan Native
AK,363.5,Overall,American Indian and Alaskan Native
AK,380.4,Overall,American Indian and Alaskan Native
AK,349.2,Overall,American Indian and Alaskan Native
AK,374.8,Overall,American Indian and Alaskan Native
AK,326.7,Overall,American Indian and Alaskan Native
AK,443.7,Overall,American Indian and Alaskan Native
AK,383.5,Overall,American Indian and Alaskan Native
AK,348.3,Overall,American Indian and Alaskan Native
AK,265.0,Overall,White
AK,231.8,Overall,Black
AK,119.4,Overall,Hispanic
AK,160.8,Overall,Asian and Pacific Islander
AK,160.8,Overall,Asian and Pacific Islander
AK,160.8,Overall,Asian and Pacific Islander
AK,387.5,Overall,American Indian and Alaskan Native
AL,436.0,Overall,White
AL,374.9,Overall,White
AL,428.2,Overall,White
AL,462.4,Overall,White
AL,391.3,Overall,White
AL,395.0,Overall,White
AL,440.3,Overall,White
AL,560.7,Overall,White
AL,397.4,Overall,White
AL,449.7,Overall,White
AL,533.6,Overall,White
AL,500.6,Overall,White
AL,392.2,Overall,White
AL,481.9,Overall,White
AL,488.7,Overall,White
AL,444.0,Overall,White
AL,543.9,Overall,White
AL,462.9,Overall,White
AL,376.4,Overall,White
AL,448.1,Overall,White
AL,414.4,Overall,White
AL,449.4,Overall,White
AL,435.7,Overall,White
AL,493.5,Overall,White
AL,554.2,Overall,White
AL,452.9,Overall,White
AL,463.1,Overall,White
AL,540.0,Overall,White
AL,439.9,Overall,White
AL,561.8,Overall,White
AL,459.7,Overall,White
AL,390.6,Overall,White
AL,410.9,Overall,White
AL,429.0,Overall,White
AL,352.3,Overall,White
AL,509.9,Overall,White
AL,363.1,Overall,White
AL,465.9,Overall,White
AL,362.7,Overall,White
AL,582.5,Overall,White
AL,355.6,Overall,White
AL,471.1,Overall,White
AL,383.2,Overall,White
AL,425.3,Overall,White
AL,392.9,Overall,White
AL,483.9,Overall,White
AL,567.4,Overall,White
AL,528.0,Overall,White
AL,436.6,Overall,White
AL,389.2,Overall,White
AL,355.9,Overall,White
AL,465.1,Overall,White
AL,516.2,Overall,White
AL,386.0,Overall,White
AL,421.4,Overall,White
AL,446.6,Overall,White
AL,358.7,Overall,White
AL,442.0,Overall,White
AL,307.8,Overall,White
AL,440.0,Overall,White
AL,463.2,Overall,White
AL,418.8,Overall,White
AL,375.9,Overall,White
AL,616.4,Overall,White
AL,522.5,Overall,White
AL,459.9,Overall,White
AL,425.7,Overall,White
AL,517.8,Overall,Black
AL,466.5,Overall,Black
AL,526.6,Overall,Black
AL,447.5,Overall,Black
AL,458.1,Overall,Black
AL,443.0,Overall,Black
AL,558.4,Overall,Black
AL,572.8,Overall,Black
AL,526.1,Overall,Black
AL,552.1,Overall,Black
AL,621.7,Overall,Black
AL,593.5,Overall,Black
AL,565.7,Overall,Black
AL,576.1,Overall,Black
AL,561.7,Overall,Black
AL,502.3,Overall,Black
AL,502.9,Overall,Black
AL,575.3,Overall,Black
AL,496.8,Overall,Black
AL,539.7,Overall,Black
AL,447.8,Overall,Black
AL,551.7,Overall,Black
AL,477.3,Overall,Black
AL,681.9,Overall,Black
AL,516.7,Overall,Black
AL,458.1,Overall,Black
AL,488.6,Overall,Black
AL,581.0,Overall,Black
AL,469.2,Overall,Black
AL,521.2,Overall,Black
AL,439.8,Overall,Black
AL,521.8,Overall,Black
AL,530.8,Overall,Black
AL,491.6,Overall,Black
AL,438.7,Overall,Black
AL,431.1,Overall,Black
AL,436.1,Overall,Black
AL,418.4,Overall,Black
AL,493.0,Overall,Black
AL,492.6,Overall,Black
AL,491.6,Overall,Black
AL,457.1,Overall,Black
AL,428.5,Overall,Black
AL,543.0,Overall,Black
AL,426.7,Overall,Black
AL,579.0,Overall,Black
AL,473.1,Overall,Black
AL,485.1,Overall,Black
AL,482.5,Overall,Black
AL,607.8,Overall,Black
AL,397.8,Overall,Black
AL,465.9,Overall,Black
AL,629.9,Overall,Black
AL,475.4,Overall,Black
AL,473.1,Overall,Black
AL,618.3,Overall,Black
AL,387.1,Overall,Black
AL,526.0,Overall,Black
AL,379.7,Overall,Black
AL,566.7,Overall,Black
AL,545.5,Overall,Black
AL,537.8,Overall,Black
AL,459.3,Overall,Black
AL,451.9,Overall,Black
AL,523.2,Overall,Black
AL,863.0,Overall,Black
AL,568.4,Overall,Black
AL,195.7,Overall,Hispanic
AL,254.3,Overall,Hispanic
AL,152.5,Overall,Hispanic
AL,103.4,Overall,Hispanic
AL,231.5,Overall,Hispanic
AL,88.3,Overall,Hispanic
AL,187.4,Overall,Hispanic
AL,258.7,Overall,Hispanic
AL,76.7,Overall,Hispanic
AL,299.3,Overall,Hispanic
AL,176.7,Overall,Hispanic
AL,102.9,Overall,Hispanic
AL,128.9,Overall,Hispanic
AL,253.6,Overall,Hispanic
AL,116.8,Overall,Hispanic
AL,244.1,Overall,Hispanic
AL,124.5,Overall,Hispanic
AL,120.8,Overall,Hispanic
AL,177.5,Overall,Hispanic
AL,259.0,Overall,Hispanic
AL,350.7,Overall,Hispanic
AL,294.8,Overall,Hispanic
AL,134.2,Overall,Hispanic
AL,237.6,Overall,Hispanic
AL,137.8,Overall,Hispanic
AL,163.1,Overall,Hispanic
AL,136.4,Overall,Hispanic
AL,190.1,Overall,Hispanic
AL,171.4,Overall,Hispanic
AL,227.0,Overall,Hispanic
AL,123.7,Overall,Hispanic
AL,259.3,Overall,Hispanic
AL,178.0,Overall,Hispanic
AL,131.6,Overall,Hispanic
AL,150.0,Overall,Hispanic
AL,134.8,Overall,Hispanic
AL,146.8,Overall,Hispanic
AL,142.8,Overall,Hispanic
AL,123.1,Overall,Hispanic
AL,138.2,Overall,Hispanic
AL,123.8,Overall,Hispanic
AL,169.2,Overall,Hispanic
AL,146.8,Overall,Hispanic
AL,95.1,Overall,Asian and Pacific Islander
CA,228.5,Overall,Hispanic
AL,56.0,Overall,Asian and Pacific Islander
AL,149.3,Overall,Asian and Pacific Islander
AL,123.6,Overall,Asian and Pacific Islander
AL,133.1,Overall,Asian and Pacific Islander
AL,153.0,Overall,Asian and Pacific Islander
AL,160.5,Overall,Asian and Pacific Islander
AL,55.0,Overall,Asian and Pacific Islander
AL,71.7,Overall,Asian and Pacific Islander
AL,163.9,Overall,Asian and Pacific Islander
AL,178.5,Overall,Asian and Pacific Islander
AL,155.9,Overall,Asian and Pacific Islander
AL,216.3,Overall,Asian and Pacific Islander
AL,129.7,Overall,Asian and Pacific Islander
AL,114.7,Overall,Asian and Pacific Islander
AL,56.0,Overall,Asian and Pacific Islander
AL,149.3,Overall,Asian and Pacific Islander
AL,123.6,Overall,Asian and Pacific Islander
AL,133.1,Overall,Asian and Pacific Islander
AL,153.0,Overall,Asian and Pacific Islander
AL,160.5,Overall,Asian and Pacific Islander
AL,55.0,Overall,Asian and Pacific Islander
AL,71.7,Overall,Asian and Pacific Islander
AL,163.9,Overall,Asian and Pacific Islander
AL,178.5,Overall,Asian and Pacific Islander
AL,155.9,Overall,Asian and Pacific Islander
AL,216.3,Overall,Asian and Pacific Islander
AL,129.7,Overall,Asian and Pacific Islander
AL,114.7,Overall,Asian and Pacific Islander
AL,56.0,Overall,Asian and Pacific Islander
AL,149.3,Overall,Asian and Pacific Islander
AL,123.6,Overall,Asian and Pacific Islander
AL,133.1,Overall,Asian and Pacific Islander
AL,153.0,Overall,Asian and Pacific Islander
AL,160.5,Overall,Asian and Pacific Islander
AL,55.0,Overall,Asian and Pacific Islander
AL,71.7,Overall,Asian and Pacific Islander
AL,163.9,Overall,Asian and Pacific Islander
AL,178.5,Overall,Asian and Pacific Islander
AL,155.9,Overall,Asian and Pacific Islander
AL,216.3,Overall,Asian and Pacific Islander
AL,129.7,Overall,Asian and Pacific Islander
AL,114.7,Overall,Asian and Pacific Islander
AL,347.1,Overall,American Indian and Alaskan Native
AL,95.1,Overall,Asian and Pacific Islander
AL,345.4,Overall,American Indian and Alaskan Native
AL,182.7,Overall,American Indian and Alaskan Native
AL,352.4,Overall,American Indian and Alaskan Native
AL,357.8,Overall,American Indian and Alaskan Native
AL,429.8,Overall,White
AL,482.9,Overall,Black
AL,160.5,Overall,Hispanic
AL,95.1,Overall,Asian and Pacific Islander
AR,450.7,Overall,White
AR,449.1,Overall,White
AR,379.8,Overall,White
AR,317.9,Overall,White
AR,440.8,Overall,White
AR,510.1,Overall,White
AR,449.1,Overall,White
AR,352.2,Overall,White
AR,485.2,Overall,White
AR,440.6,Overall,White
AR,502.7,Overall,White
AR,379.6,Overall,White
AR,576.0,Overall,White
AR,432.8,Overall,White
AR,433.5,Overall,White
AR,445.0,Overall,White
AR,423.3,Overall,White
AR,392.6,Overall,White
AR,411.9,Overall,White
AR,482.8,Overall,White
AR,518.3,Overall,White
AR,424.8,Overall,White
AR,341.4,Overall,White
AR,440.9,Overall,White
AR,397.2,Overall,White
AR,412.6,Overall,White
AR,327.9,Overall,White
AR,472.7,Overall,White
AR,501.0,Overall,White
AR,404.1,Overall,White
AR,512.1,Overall,White
AR,518.7,Overall,White
AR,422.7,Overall,White
AR,509.3,Overall,White
AR,526.3,Overall,White
AR,445.2,Overall,White
AR,433.1,Overall,White
AR,472.9,Overall,White
AR,475.1,Overall,White
AR,510.9,Overall,White
AR,492.7,Overall,White
AR,451.5,Overall,White
AR,416.2,Overall,White
AR,434.6,Overall,White
AR,379.3,Overall,White
AR,466.3,Overall,White
AR,502.4,Overall,White
AR,501.0,Overall,White
AR,434.0,Overall,White
AR,479.4,Overall,White
AR,427.7,Overall,White
AR,422.8,Overall,White
AR,384.2,Overall,White
AR,466.9,Overall,White
AR,536.4,Overall,White
AR,562.5,Overall,White
AR,499.2,Overall,White
AR,436.7,Overall,White
AR,454.5,Overall,White
AR,342.1,Overall,White
AR,496.3,Overall,White
AR,420.5,Overall,White
AR,321.0,Overall,White
AR,495.9,Overall,White
AR,402.7,Overall,White
AR,449.4,Overall,White
AR,489.2,Overall,White
AR,474.2,Overall,White
AR,394.0,Overall,White
AR,428.0,Overall,White
AR,371.8,Overall,White
AR,419.4,Overall,White
AR,492.1,Overall,White
AR,531.1,Overall,White
AR,530.3,Overall,White
AR,575.8,Overall,Black
AR,494.0,Overall,Black
AR,311.3,Overall,Black
AR,531.3,Overall,Black
AR,496.0,Overall,Black
AR,570.8,Overall,Black
AR,448.3,Overall,Black
AR,364.3,Overall,Black
AR,461.8,Overall,Black
AR,561.9,Overall,Black
AR,493.2,Overall,Black
AR,388.3,Overall,Black
AR,602.6,Overall,Black
AR,403.4,Overall,Black
AR,505.4,Overall,Black
AR,541.8,Overall,Black
AR,486.3,Overall,Black
AR,683.9,Overall,Black
AR,612.1,Overall,Black
AR,473.1,Overall,Black
AR,408.0,Overall,Black
AR,414.9,Overall,Black
AR,484.8,Overall,Black
AR,536.1,Overall,Black
AR,533.5,Overall,Black
AR,407.6,Overall,Black
AR,530.9,Overall,Black
AR,547.6,Overall,Black
AR,561.1,Overall,Black
AR,534.4,Overall,Black
AR,448.7,Overall,Black
AR,598.7,Overall,Black
AR,562.8,Overall,Black
AR,596.1,Overall,Black
AR,528.2,Overall,Black
AR,356.2,Overall,Black
AR,508.7,Overall,Black
AR,330.6,Overall,Black
AR,385.3,Overall,Black
AR,559.1,Overall,Black
AR,546.9,Overall,Black
AR,442.2,Overall,Black
AR,474.9,Overall,Black
AR,505.1,Overall,Black
AR,463.3,Overall,Black
AR,535.8,Overall,Black
AR,463.3,Overall,Black
AR,568.5,Overall,Black
AR,471.7,Overall,Black
AR,284.6,Overall,Black
AR,557.6,Overall,Black
AR,477.3,Overall,Black
AR,535.2,Overall,Black
AR,466.4,Overall,Black
AR,385.8,Overall,Black
AR,412.7,Overall,Black
AR,543.1,Overall,Black
AR,448.5,Overall,Black
AR,391.3,Overall,Black
AR,375.2,Overall,Black
AR,526.2,Overall,Black
AR,539.1,Overall,Black
AR,383.0,Overall,Black
AR,192.1,Overall,Hispanic
AR,189.9,Overall,Hispanic
AR,226.9,Overall,Hispanic
AR,204.3,Overall,Hispanic
AR,92.9,Overall,Hispanic
AR,146.6,Overall,Hispanic
AR,111.9,Overall,Hispanic
AR,103.3,Overall,Hispanic
AR,232.3,Overall,Hispanic
AR,126.0,Overall,Hispanic
AR,81.8,Overall,Hispanic
AR,83.4,Overall,Hispanic
AR,171.9,Overall,Hispanic
AR,93.6,Overall,Hispanic
AR,145.5,Overall,Hispanic
AR,220.1,Overall,Hispanic
AR,102.0,Overall,Hispanic
AR,137.3,Overall,Hispanic
AR,301.0,Overall,Hispanic
AR,103.0,Overall,Hispanic
AR,114.5,Overall,Hispanic
AR,52.3,Overall,Hispanic
AR,657.0,Overall,Hispanic
AR,83.6,Overall,Hispanic
AR,78.7,Overall,Hispanic
AR,126.3,Overall,Hispanic
AR,25.2,Overall,Hispanic
AR,339.2,Overall,Asian and Pacific Islander
AR,364.1,Overall,Asian and Pacific Islander
AR,69.7,Overall,Asian and Pacific Islander
AR,188.5,Overall,Asian and Pacific Islander
AR,189.3,Overall,Asian and Pacific Islander
AR,216.1,Overall,Asian and Pacific Islander
AR,220.6,Overall,Asian and Pacific Islander
AR,203.0,Overall,Asian and Pacific Islander
AR,189.9,Overall,Asian and Pacific Islander
AR,307.2,Overall,Asian and Pacific Islander
AR,140.7,Overall,Asian and Pacific Islander
AR,220.5,Overall,Asian and Pacific Islander
AR,194.8,Overall,Asian and Pacific Islander
AR,211.0,Overall,Asian and Pacific Islander
AR,209.3,Overall,Asian and Pacific Islander
AR,311.5,Overall,Asian and Pacific Islander
AR,339.2,Overall,Asian and Pacific Islander
AR,364.1,Overall,Asian and Pacific Islander
AR,69.7,Overall,Asian and Pacific Islander
AR,188.5,Overall,Asian and Pacific Islander
AR,189.3,Overall,Asian and Pacific Islander
AR,216.1,Overall,Asian and Pacific Islander
AR,220.6,Overall,Asian and Pacific Islander
AR,203.0,Overall,Asian and Pacific Islander
AR,189.9,Overall,Asian and Pacific Islander
AR,307.2,Overall,Asian and Pacific Islander
AR,140.7,Overall,Asian and Pacific Islander
AR,220.5,Overall,Asian and Pacific Islander
AR,194.8,Overall,Asian and Pacific Islander
AR,211.0,Overall,Asian and Pacific Islander
AR,209.3,Overall,Asian and Pacific Islander
AR,311.5,Overall,Asian and Pacific Islander
AR,339.2,Overall,Asian and Pacific Islander
AR,364.1,Overall,Asian and Pacific Islander
AR,69.7,Overall,Asian and Pacific Islander
AR,188.5,Overall,Asian and Pacific Islander
AR,189.3,Overall,Asian and Pacific Islander
AR,216.1,Overall,Asian and Pacific Islander
AR,220.6,Overall,Asian and Pacific Islander
AR,203.0,Overall,Asian and Pacific Islander
AR,189.9,Overall,Asian and Pacific Islander
AR,307.2,Overall,Asian and Pacific Islander
AR,140.7,Overall,Asian and Pacific Islander
AR,220.5,Overall,Asian and Pacific Islander
AR,194.8,Overall,Asian and Pacific Islander
AR,211.0,Overall,Asian and Pacific Islander
AR,209.3,Overall,Asian and Pacific Islander
AR,311.5,Overall,Asian and Pacific Islander
AR,294.3,Overall,American Indian and Alaskan Native
AR,116.4,Overall,American Indian and Alaskan Native
AR,274.5,Overall,American Indian and Alaskan Native
AR,279.5,Overall,American Indian and Alaskan Native
AR,190.7,Overall,American Indian and Alaskan Native
AR,147.9,Overall,American Indian and Alaskan Native
AR,298.2,Overall,American Indian and Alaskan Native
AR,120.3,Overall,American Indian and Alaskan Native
AR,415.9,Overall,White
AR,506.1,Overall,Black
AR,136.1,Overall,Hispanic
AR,208.6,Overall,Asian and Pacific Islander
AR,208.6,Overall,Asian and Pacific Islander
AR,208.6,Overall,Asian and Pacific Islander
AR,90.5,Overall,American Indian and Alaskan Native
AZ,329.8,Overall,White
AZ,333.8,Overall,White
AZ,264.4,Overall,White
AZ,294.2,Overall,White
AZ,335.6,Overall,White
AZ,347.1,Overall,White
AZ,362.6,Overall,White
AZ,262.9,Overall,White
AZ,475.7,Overall,White
AZ,313.8,Overall,White
AZ,291.4,Overall,White
AZ,254.1,Overall,White
AZ,283.9,Overall,White
AZ,283.8,Overall,White
AZ,272.8,Overall,White
AZ,331.0,Overall,Black
AZ,214.6,Overall,Black
AZ,336.7,Overall,Black
AZ,333.5,Overall,Black
AZ,305.2,Overall,Black
AZ,422.7,Overall,Black
AZ,340.1,Overall,Black
AZ,441.2,Overall,Black
AZ,339.3,Overall,Black
AZ,338.7,Overall,Black
AZ,335.9,Overall,Black
AZ,319.5,Overall,Black
AZ,343.5,Overall,Black
AZ,248.3,Overall,Hispanic
AZ,280.4,Overall,Hispanic
AZ,227.1,Overall,Hispanic
AZ,219.3,Overall,Hispanic
AZ,238.4,Overall,Hispanic
AZ,284.2,Overall,Hispanic
AZ,231.6,Overall,Hispanic
AZ,218.8,Overall,Hispanic
AZ,240.3,Overall,Hispanic
AZ,219.6,Overall,Hispanic
AZ,226.9,Overall,Hispanic
AZ,221.8,Overall,Hispanic
AZ,215.5,Overall,Hispanic
AZ,216.9,Overall,Hispanic
AZ,215.1,Overall,Hispanic
AZ,131.5,Overall,Asian and Pacific Islander
AZ,241.3,Overall,Asian and Pacific Islander
AZ,148.9,Overall,Asian and Pacific Islander
AZ,178.1,Overall,Asian and Pacific Islander
AZ,138.6,Overall,Asian and Pacific Islander
AZ,213.6,Overall,Asian and Pacific Islander
AZ,116.5,Overall,Asian and Pacific Islander
AZ,139.2,Overall,Asian and Pacific Islander
AZ,110.4,Overall,Asian and Pacific Islander
AZ,145.9,Overall,Asian and Pacific Islander
AZ,139.2,Overall,Asian and Pacific Islander
AZ,131.5,Overall,Asian and Pacific Islander
AZ,241.3,Overall,Asian and Pacific Islander
AZ,148.9,Overall,Asian and Pacific Islander
AZ,178.1,Overall,Asian and Pacific Islander
AZ,138.6,Overall,Asian and Pacific Islander
AZ,213.6,Overall,Asian and Pacific Islander
AZ,116.5,Overall,Asian and Pacific Islander
AZ,139.2,Overall,Asian and Pacific Islander
AZ,110.4,Overall,Asian and Pacific Islander
AZ,145.9,Overall,Asian and Pacific Islander
AZ,139.2,Overall,Asian and Pacific Islander
AZ,131.5,Overall,Asian and Pacific Islander
AZ,241.3,Overall,Asian and Pacific Islander
AZ,148.9,Overall,Asian and Pacific Islander
AZ,178.1,Overall,Asian and Pacific Islander
AZ,138.6,Overall,Asian and Pacific Islander
AZ,213.6,Overall,Asian and Pacific Islander
AZ,116.5,Overall,Asian and Pacific Islander
AZ,139.2,Overall,Asian and Pacific Islander
AZ,110.4,Overall,Asian and Pacific Islander
AZ,145.9,Overall,Asian and Pacific Islander
AZ,139.2,Overall,Asian and Pacific Islander
AZ,228.8,Overall,American Indian and Alaskan Native
AZ,205.2,Overall,American Indian and Alaskan Native
AZ,236.0,Overall,American Indian and Alaskan Native
AZ,300.4,Overall,American Indian and Alaskan Native
AZ,187.1,Overall,American Indian and Alaskan Native
AZ,207.3,Overall,American Indian and Alaskan Native
AZ,453.1,Overall,American Indian and Alaskan Native
AZ,267.0,Overall,American Indian and Alaskan Native
AZ,388.9,Overall,American Indian and Alaskan Native
AZ,232.1,Overall,American Indian and Alaskan Native
AZ,372.8,Overall,American Indian and Alaskan Native
AZ,405.9,Overall,American Indian and Alaskan Native
AZ,344.6,Overall,American Indian and Alaskan Native
AZ,244.0,Overall,American Indian and Alaskan Native
AZ,303.4,Overall,American Indian and Alaskan Native
AZ,282.9,Overall,White
AZ,333.4,Overall,Black
AZ,224.1,Overall,Hispanic
AZ,143.4,Overall,Asian and Pacific Islander
AZ,143.4,Overall,Asian and Pacific Islander
AZ,143.4,Overall,Asian and Pacific Islander
AZ,262.7,Overall,American Indian and Alaskan Native
CA,264.0,Overall,White
CA,291.4,Overall,White
CA,326.5,Overall,White
CA,334.8,Overall,White
CA,344.2,Overall,White
CA,339.6,Overall,White
CA,237.0,Overall,White
CA,380.2,Overall,White
CA,284.1,Overall,White
CA,378.9,Overall,White
CA,337.2,Overall,White
CA,345.2,Overall,White
CA,437.4,Overall,White
CA,370.5,Overall,White
CA,436.5,Overall,White
CA,359.0,Overall,White
CA,370.2,Overall,White
CA,384.8,Overall,White
CA,355.1,Overall,White
CA,377.8,Overall,White
CA,202.5,Overall,White
CA,366.0,Overall,White
CA,326.0,Overall,White
CA,385.4,Overall,White
CA,384.5,Overall,White
CA,269.7,Overall,White
CA,259.8,Overall,White
CA,289.7,Overall,White
CA,244.8,Overall,White
CA,312.1,Overall,White
CA,265.8,Overall,White
CA,344.3,Overall,White
CA,365.3,Overall,White
CA,340.4,Overall,White
CA,294.5,Overall,White
CA,429.4,Overall,White
CA,286.4,Overall,White
CA,260.3,Overall,White
CA,362.7,Overall,White
CA,254.9,Overall,White
CA,256.6,Overall,White
CA,289.4,Overall,White
CA,250.7,Overall,White
CA,256.9,Overall,White
CA,377.6,Overall,White
CA,339.0,Overall,White
CA,353.2,Overall,White
CA,269.2,Overall,White
CA,264.7,Overall,White
CA,442.1,Overall,White
CA,380.9,Overall,White
CA,334.2,Overall,White
CA,351.5,Overall,White
CA,435.1,Overall,White
CA,323.2,Overall,White
CA,279.9,Overall,White
CA,281.8,Overall,White
CA,451.0,Overall,White
CA,358.1,Overall,Black
CA,500.4,Overall,Black
CA,303.6,Overall,Black
CA,579.1,Overall,Black
CA,349.8,Overall,Black
CA,388.9,Overall,Black
CA,341.7,Overall,Black
CA,440.0,Overall,Black
CA,346.9,Overall,Black
CA,345.1,Overall,Black
CA,414.0,Overall,Black
CA,473.6,Overall,Black
CA,506.1,Overall,Black
CA,454.8,Overall,Black
CA,342.9,Overall,Black
CA,390.0,Overall,Black
CA,483.0,Overall,Black
CA,497.5,Overall,Black
CA,297.4,Overall,Black
CA,425.3,Overall,Black
CA,318.6,Overall,Black
CA,455.2,Overall,Black
CA,398.7,Overall,Black
CA,427.9,Overall,Black
CA,294.4,Overall,Black
CA,299.3,Overall,Black
CA,408.7,Overall,Black
CA,345.2,Overall,Black
CA,383.3,Overall,Black
CA,309.1,Overall,Black
CA,420.5,Overall,Black
CA,384.1,Overall,Black
CA,329.5,Overall,Black
CA,463.3,Overall,Black
CA,403.1,Overall,Black
CA,421.5,Overall,Black
CA,466.1,Overall,Black
CA,181.5,Overall,Black
CA,351.5,Overall,Black
CA,369.9,Overall,Black
CA,288.7,Overall,Black
CA,273.0,Overall,Black
CA,272.7,Overall,Black
CA,414.4,Overall,Black
CA,247.8,Overall,Black
CA,315.5,Overall,Black
CA,304.3,Overall,Black
CA,423.4,Overall,Black
CA,379.4,Overall,Black
CA,313.0,Overall,Black
CA,346.8,Overall,Black
CA,495.4,Overall,Black
CA,302.3,Overall,Black
CA,471.3,Overall,Black
CA,375.0,Overall,Black
CA,308.2,Overall,Black
CA,181.6,Overall,Hispanic
CA,160.1,Overall,Hispanic
CA,221.9,Overall,Hispanic
CA,175.5,Overall,Hispanic
CA,232.4,Overall,Hispanic
CA,171.8,Overall,Hispanic
CA,172.6,Overall,Hispanic
CA,204.2,Overall,Hispanic
CA,197.4,Overall,Hispanic
CA,250.0,Overall,Hispanic
CA,200.1,Overall,Hispanic
CA,223.3,Overall,Hispanic
CA,243.4,Overall,Hispanic
CA,241.2,Overall,Hispanic
CA,306.5,Overall,Hispanic
CA,252.8,Overall,Hispanic
CA,177.2,Overall,Hispanic
CA,196.7,Overall,Hispanic
CA,237.0,Overall,Hispanic
CA,248.6,Overall,Hispanic
CA,142.3,Overall,Hispanic
CA,242.0,Overall,Hispanic
CA,201.3,Overall,Hispanic
CA,232.8,Overall,Hispanic
CA,175.9,Overall,Hispanic
CA,236.5,Overall,Hispanic
CA,195.2,Overall,Hispanic
CA,176.5,Overall,Hispanic
CA,218.4,Overall,Hispanic
CA,218.8,Overall,Hispanic
CA,249.3,Overall,Hispanic
CA,205.1,Overall,Hispanic
CA,237.1,Overall,Hispanic
CA,226.3,Overall,Hispanic
CA,229.7,Overall,Hispanic
CA,256.9,Overall,Hispanic
CA,222.4,Overall,Hispanic
CA,183.0,Overall,Hispanic
CA,223.9,Overall,Hispanic
CA,166.4,Overall,Hispanic
CA,186.2,Overall,Hispanic
CA,221.6,Overall,Hispanic
CA,190.8,Overall,Hispanic
CA,212.8,Overall,Hispanic
CA,211.6,Overall,Hispanic
CA,200.4,Overall,Hispanic
CA,191.7,Overall,Hispanic
CA,173.7,Overall,Hispanic
CA,156.1,Overall,Hispanic
CA,238.0,Overall,Hispanic
CA,193.2,Overall,Hispanic
CA,207.2,Overall,Hispanic
CA,221.6,Overall,Hispanic
CA,282.4,Overall,Hispanic
CA,241.7,Overall,Hispanic
CA,190.3,Overall,Hispanic
CA,202.8,Overall,Hispanic
CA,230.1,Overall,Hispanic
CA,142.9,Overall,Asian and Pacific Islander
CA,223.3,Overall,Asian and Pacific Islander
CA,212.5,Overall,Asian and Pacific Islander
CA,249.2,Overall,Asian and Pacific Islander
CA,246.8,Overall,Asian and Pacific Islander
CA,213.0,Overall,Asian and Pacific Islander
CA,147.0,Overall,Asian and Pacific Islander
CA,201.6,Overall,Asian and Pacific Islander
CA,229.7,Overall,Asian and Pacific Islander
CA,263.8,Overall,Asian and Pacific Islander
CA,181.9,Overall,Asian and Pacific Islander
CA,220.9,Overall,Asian and Pacific Islander
CA,255.6,Overall,Asian and Pacific Islander
CA,215.3,Overall,Asian and Pacific Islander
CA,258.9,Overall,Asian and Pacific Islander
CA,265.9,Overall,Asian and Pacific Islander
CA,195.9,Overall,Asian and Pacific Islander
CA,223.5,Overall,Asian and Pacific Islander
CA,144.2,Overall,Asian and Pacific Islander
CA,238.1,Overall,Asian and Pacific Islander
CA,170.5,Overall,Asian and Pacific Islander
CA,174.5,Overall,Asian and Pacific Islander
CA,260.4,Overall,Asian and Pacific Islander
CA,233.9,Overall,Asian and Pacific Islander
CA,168.0,Overall,Asian and Pacific Islander
CA,184.2,Overall,Asian and Pacific Islander
CA,228.6,Overall,Asian and Pacific Islander
CA,177.2,Overall,Asian and Pacific Islander
CA,202.5,Overall,Asian and Pacific Islander
CA,243.0,Overall,Asian and Pacific Islander
CA,181.6,Overall,Asian and Pacific Islander
CA,201.8,Overall,Asian and Pacific Islander
CA,150.0,Overall,Asian and Pacific Islander
