FIPS Code,Name,State,Value,LowRange($),HighRange($),Average($)
2013,Aleutians East,(AK),23658,"21,533","36,976","29,255"
2016,Aleutians West,(AK),12394,"5,293","17,395","11,344"
2020,Anchorage,(AK),16889,"5,293","17,395","11,344"
2050,Bethel,(AK),24668,"21,533","36,976","29,255"
2060,Bristol Bay,(AK),16379,"5,293","17,395","11,344"
2068,Denali,(AK),10752,"5,293","17,395","11,344"
2070,Dillingham,(AK),28813,"21,533","36,976","29,255"
2090,Fairbanks North Star,(AK),12996,"5,293","17,395","11,344"
2100,Haines,(AK),21862,"21,533","36,976","29,255"
2105,Hoonah-Angoon,(AK),21751,"21,533","36,976","29,255"
2110,Juneau,(AK),16235,"5,293","17,395","11,344"
2122,Kenai Peninsula,(AK),18183,"17,395","18,752","18,074"
2130,Ketchikan Gateway,(AK),23950,"21,533","36,976","29,255"
2150,Kodiak Island,(AK),18016,"17,395","18,752","18,074"
2164,Lake and Peninsula,(AK),30215,"21,533","36,976","29,255"
2170,Matanuska-Susitna,(AK),17259,"5,293","17,395","11,344"
2180,Nome,(AK),24423,"21,533","36,976","29,255"
2185,North Slope,(AK),36976,"21,533","36,976","29,255"
2188,Northwest Arctic,(AK),19770,"18,752","20,004","19,378"
2195,Petersburg,(AK),20162,"20,004","21,533","20,769"
2198,Prince of Wales-Hyder,(AK),22171,"21,533","36,976","29,255"
2220,Sitka,(AK),24269,"21,533","36,976","29,255"
2230,Skagway,(AK),23106,"21,533","36,976","29,255"
2240,Southeast Fairbanks,(AK),11494,"5,293","17,395","11,344"
2261,Valdez-Cordova,(AK),20145,"20,004","21,533","20,769"
2158,Kusilvak,(AK),20061,"20,004","21,533","20,769"
2275,Wrangell,(AK),21795,"21,533","36,976","29,255"
2282,Yakutat,(AK),14485,"5,293","17,395","11,344"
2290,Yukon-Koyukuk,(AK),15250,"5,293","17,395","11,344"
6001,Alameda,(CA),20204,"20,004","21,533","20,769"
6005,Amador,(CA),16180,"5,293","17,395","11,344"
6007,Butte,(CA),20378,"20,004","21,533","20,769"
6009,Calaveras,(CA),17879,"17,395","18,752","18,074"
6011,Colusa,(CA),17869,"17,395","18,752","18,074"
6013,Contra Costa,(CA),19449,"18,752","20,004","19,378"
6015,Del Norte,(CA),16196,"5,293","17,395","11,344"
6017,El Dorado,(CA),17094,"5,293","17,395","11,344"
6021,Glenn,(CA),19319,"18,752","20,004","19,378"
6023,Humboldt,(CA),17211,"5,293","17,395","11,344"
6031,Kings,(CA),16573,"5,293","17,395","11,344"
6033,Lake,(CA),23072,"21,533","36,976","29,255"
6035,Lassen,(CA),18702,"17,395","18,752","18,074"
6041,Marin,(CA),15533,"5,293","17,395","11,344"
6043,Mariposa,(CA),15947,"5,293","17,395","11,344"
6045,Mendocino,(CA),18786,"18,752","20,004","19,378"
6047,Merced,(CA),17514,"17,395","18,752","18,074"
6049,Modoc,(CA),15913,"5,293","17,395","11,344"
6053,Monterey,(CA),17536,"17,395","18,752","18,074"
6055,Napa,(CA),17040,"5,293","17,395","11,344"
6057,Nevada,(CA),16277,"5,293","17,395","11,344"
6061,Placer,(CA),16600,"5,293","17,395","11,344"
6063,Plumas,(CA),18493,"17,395","18,752","18,074"
6067,Sacramento,(CA),18964,"18,752","20,004","19,378"
6069,San Benito,(CA),17573,"17,395","18,752","18,074"
6075,San Francisco,(CA),18830,"18,752","20,004","19,378"
6077,San Joaquin,(CA),17972,"17,395","18,752","18,074"
6079,San Luis Obispo,(CA),14758,"5,293","17,395","11,344"
6081,San Mateo,(CA),17316,"5,293","17,395","11,344"
6083,Santa Barbara,(CA),16255,"5,293","17,395","11,344"
6085,Santa Clara,(CA),18292,"17,395","18,752","18,074"
6087,Santa Cruz,(CA),16746,"5,293","17,395","11,344"
6089,Shasta,(CA),17421,"17,395","18,752","18,074"
6091,Sierra,(CA),17469,"17,395","18,752","18,074"
6093,Siskiyou,(CA),16431,"5,293","17,395","11,344"
6095,Solano,(CA),20150,"20,004","21,533","20,769"
6097,Sonoma,(CA),17166,"5,293","17,395","11,344"
6099,Stanislaus,(CA),18642,"17,395","18,752","18,074"
6101,Sutter,(CA),15623,"5,293","17,395","11,344"
6103,Tehama,(CA),17392,"5,293","17,395","11,344"
6105,Trinity,(CA),18501,"17,395","18,752","18,074"
6109,Tuolumne,(CA),17758,"17,395","18,752","18,074"
6113,Yolo,(CA),17372,"5,293","17,395","11,344"
6115,Yuba,(CA),18633,"17,395","18,752","18,074"
15001,Hawaii,(HI),14683,"5,293","17,395","11,344"
15003,Honolulu,(HI),16139,"5,293","17,395","11,344"
15005,Kalawao,(HI),-9999,,,#DIV/0!
15007,Kauai,(HI),17355,"5,293","17,395","11,344"
15009,Maui,(HI),13681,"5,293","17,395","11,344"
41003,Benton,(OR),14914,"5,293","17,395","11,344"
41005,Clackamas,(OR),17501,"17,395","18,752","18,074"
41007,Clatsop,(OR),21211,"20,004","21,533","20,769"
41009,Columbia,(OR),16730,"5,293","17,395","11,344"
41011,Coos,(OR),16524,"5,293","17,395","11,344"
41013,Crook,(OR),16377,"5,293","17,395","11,344"
41015,Curry,(OR),17055,"5,293","17,395","11,344"
41017,Deschutes,(OR),13413,"5,293","17,395","11,344"
41019,Douglas,(OR),14691,"5,293","17,395","11,344"
41021,Gilliam,(OR),14298,"5,293","17,395","11,344"
41027,Hood River,(OR),16481,"5,293","17,395","11,344"
41029,Jackson,(OR),16835,"5,293","17,395","11,344"
41031,Jefferson,(OR),15810,"5,293","17,395","11,344"
41033,Josephine,(OR),15955,"5,293","17,395","11,344"
41035,Klamath,(OR),16348,"5,293","17,395","11,344"
41037,Lake,(OR),16657,"5,293","17,395","11,344"
41039,Lane,(OR),17316,"5,293","17,395","11,344"
41041,Lincoln,(OR),16820,"5,293","17,395","11,344"
41043,Linn,(OR),17461,"17,395","18,752","18,074"
41047,Marion,(OR),17043,"5,293","17,395","11,344"
41051,Multnomah,(OR),18877,"18,752","20,004","19,378"
41053,Polk,(OR),16874,"5,293","17,395","11,344"
41055,Sherman,(OR),19908,"18,752","20,004","19,378"
41057,Tillamook,(OR),18754,"18,752","20,004","19,378"
41065,Wasco,(OR),16323,"5,293","17,395","11,344"
41067,Washington,(OR),17416,"17,395","18,752","18,074"
41069,Wheeler,(OR),15781,"5,293","17,395","11,344"
41071,Yamhill,(OR),16958,"5,293","17,395","11,344"
53007,Chelan,(WA),17229,"5,293","17,395","11,344"
53009,Clallam,(WA),16212,"5,293","17,395","11,344"
53011,Clark,(WA),17744,"17,395","18,752","18,074"
53015,Cowlitz,(WA),17676,"17,395","18,752","18,074"
53027,Grays Harbor,(WA),18270,"17,395","18,752","18,074"
53029,Island,(WA),16997,"5,293","17,395","11,344"
53031,Jefferson,(WA),16515,"5,293","17,395","11,344"
53033,King,(WA),18179,"17,395","18,752","18,074"
53035,Kitsap,(WA),16966,"5,293","17,395","11,344"
53037,Kittitas,(WA),16139,"5,293","17,395","11,344"
53039,Klickitat,(WA),18885,"18,752","20,004","19,378"
53041,Lewis,(WA),17775,"17,395","18,752","18,074"
53045,Mason,(WA),17275,"5,293","17,395","11,344"
53047,Okanogan,(WA),19275,"18,752","20,004","19,378"
53049,Pacific,(WA),19784,"18,752","20,004","19,378"
53053,Pierce,(WA),17980,"17,395","18,752","18,074"
53055,San Juan,(WA),18321,"17,395","18,752","18,074"
53057,Skagit,(WA),18056,"17,395","18,752","18,074"
53059,Skamania,(WA),18274,"17,395","18,752","18,074"
53061,Snohomish,(WA),18186,"17,395","18,752","18,074"
53067,Thurston,(WA),16715,"5,293","17,395","11,344"
53069,Wahkiakum,(WA),15833,"5,293","17,395","11,344"
53073,Whatcom,(WA),16361,"5,293","17,395","11,344"
53077,Yakima,(WA),17987,"17,395","18,752","18,074"
4001,Apache,(AZ),22677,"21,533","36,976","29,255"
4003,Cochise,(AZ),17560,"17,395","18,752","18,074"
4005,Coconino,(AZ),17955,"17,395","18,752","18,074"
4007,Gila,(AZ),20076,"20,004","21,533","20,769"
4009,Graham,(AZ),17376,"5,293","17,395","11,344"
4011,Greenlee,(AZ),19127,"18,752","20,004","19,378"
4012,La Paz,(AZ),19966,"18,752","20,004","19,378"
4013,Maricopa,(AZ),19040,"18,752","20,004","19,378"
4015,Mohave,(AZ),18018,"17,395","18,752","18,074"
4017,Navajo,(AZ),19206,"18,752","20,004","19,378"
4019,Pima,(AZ),16984,"5,293","17,395","11,344"
4021,Pinal,(AZ),19773,"18,752","20,004","19,378"
4023,Santa Cruz,(AZ),15157,"5,293","17,395","11,344"
4025,Yavapai,(AZ),15689,"5,293","17,395","11,344"
4027,Yuma,(AZ),19375,"18,752","20,004","19,378"
6003,Alpine,(CA),17268,"5,293","17,395","11,344"
6019,Fresno,(CA),17470,"17,395","18,752","18,074"
6025,Imperial,(CA),21548,"21,533","36,976","29,255"
6027,Inyo,(CA),22288,"21,533","36,976","29,255"
6029,Kern,(CA),19678,"18,752","20,004","19,378"
6037,Los Angeles,(CA),23526,"21,533","36,976","29,255"
6039,Madera,(CA),16179,"5,293","17,395","11,344"
6051,Mono,(CA),17133,"5,293","17,395","11,344"
6059,Orange,(CA),20007,"20,004","21,533","20,769"
6065,Riverside,(CA),20221,"20,004","21,533","20,769"
6071,San Bernardino,(CA),22828,"21,533","36,976","29,255"
6073,San Diego,(CA),20272,"20,004","21,533","20,769"
6107,Tulare,(CA),17324,"5,293","17,395","11,344"
6111,Ventura,(CA),19244,"18,752","20,004","19,378"
8007,Archuleta,(CO),15041,"5,293","17,395","11,344"
8029,Delta,(CO),15367,"5,293","17,395","11,344"
8033,Dolores,(CO),13859,"5,293","17,395","11,344"
8045,Garfield,(CO),18235,"17,395","18,752","18,074"
8051,Gunnison,(CO),19317,"18,752","20,004","19,378"
8053,Hinsdale,(CO),11549,"5,293","17,395","11,344"
8067,La Plata,(CO),14755,"5,293","17,395","11,344"
8077,Mesa,(CO),16041,"5,293","17,395","11,344"
8079,Mineral,(CO),12676,"5,293","17,395","11,344"
8081,Moffat,(CO),22055,"21,533","36,976","29,255"
8083,Montezuma,(CO),14824,"5,293","17,395","11,344"
8085,Montrose,(CO),13446,"5,293","17,395","11,344"
8091,Ouray,(CO),12211,"5,293","17,395","11,344"
8097,Pitkin,(CO),18145,"17,395","18,752","18,074"
8103,Rio Blanco,(CO),25725,"21,533","36,976","29,255"
8107,Routt,(CO),16423,"5,293","17,395","11,344"
8111,San Juan,(CO),10958,"5,293","17,395","11,344"
8113,San Miguel,(CO),12818,"5,293","17,395","11,344"
16001,Ada,(ID),17677,"17,395","18,752","18,074"
16005,Bannock,(ID),20232,"20,004","21,533","20,769"
16007,Bear Lake,(ID),19431,"18,752","20,004","19,378"
16011,Bingham,(ID),21727,"21,533","36,976","29,255"
16013,Blaine,(ID),17079,"5,293","17,395","11,344"
16015,Boise,(ID),16897,"5,293","17,395","11,344"
16019,Bonneville,(ID),18831,"18,752","20,004","19,378"
16023,Butte,(ID),24167,"21,533","36,976","29,255"
16025,Camas,(ID),19129,"18,752","20,004","19,378"
16027,Canyon,(ID),19100,"18,752","20,004","19,378"
16029,Caribou,(ID),23928,"21,533","36,976","29,255"
16031,Cassia,(ID),17375,"5,293","17,395","11,344"
16033,Clark,(ID),8212,"5,293","17,395","11,344"
16037,Custer,(ID),17879,"17,395","18,752","18,074"
16039,Elmore,(ID),19239,"18,752","20,004","19,378"
16041,Franklin,(ID),16810,"5,293","17,395","11,344"
16043,Fremont,(ID),16774,"5,293","17,395","11,344"
16045,Gem,(ID),16748,"5,293","17,395","11,344"
16047,Gooding,(ID),24190,"21,533","36,976","29,255"
16051,Jefferson,(ID),15329,"5,293","17,395","11,344"
16053,Jerome,(ID),19740,"18,752","20,004","19,378"
16063,Lincoln,(ID),15717,"5,293","17,395","11,344"
16065,Madison,(ID),17256,"5,293","17,395","11,344"
16067,Minidoka,(ID),20831,"20,004","21,533","20,769"
16071,Oneida,(ID),19592,"18,752","20,004","19,378"
16073,Owyhee,(ID),16449,"5,293","17,395","11,344"
16075,Payette,(ID),16036,"5,293","17,395","11,344"
16077,Power,(ID),16543,"5,293","17,395","11,344"
16081,Teton,(ID),17626,"17,395","18,752","18,074"
16083,Twin Falls,(ID),20151,"20,004","21,533","20,769"
16087,Washington,(ID),18608,"17,395","18,752","18,074"
32001,Churchill,(NV),18094,"17,395","18,752","18,074"
32003,Clark,(NV),22661,"21,533","36,976","29,255"
32005,Douglas,(NV),18944,"18,752","20,004","19,378"
32007,Elko,(NV),17281,"5,293","17,395","11,344"
32009,Esmeralda,(NV),23844,"21,533","36,976","29,255"
32011,Eureka,(NV),22568,"21,533","36,976","29,255"
32013,Humboldt,(NV),20490,"20,004","21,533","20,769"
32015,Lander,(NV),15913,"5,293","17,395","11,344"
32017,Lincoln,(NV),16214,"5,293","17,395","11,344"
32019,Lyon,(NV),17891,"17,395","18,752","18,074"
32021,Mineral,(NV),21821,"21,533","36,976","29,255"
32023,Nye,(NV),20824,"20,004","21,533","20,769"
32027,Pershing,(NV),24526,"21,533","36,976","29,255"
32029,Storey,(NV),16852,"5,293","17,395","11,344"
32031,Washoe,(NV),18252,"17,395","18,752","18,074"
32033,White Pine,(NV),20533,"20,004","21,533","20,769"
32510,Carson City,(NV),17740,"17,395","18,752","18,074"
35003,Catron,(NM),17442,"17,395","18,752","18,074"
35006,Cibola,(NM),18647,"17,395","18,752","18,074"
35013,Do̱a Ana,(NM),19069,"18,752","20,004","19,378"
35017,Grant,(NM),16291,"5,293","17,395","11,344"
35023,Hidalgo,(NM),19899,"18,752","20,004","19,378"
35029,Luna,(NM),21486,"20,004","21,533","20,769"
35031,McKinley,(NM),20020,"20,004","21,533","20,769"
35043,Sandoval,(NM),16609,"5,293","17,395","11,344"
35045,San Juan,(NM),18293,"17,395","18,752","18,074"
35051,Sierra,(NM),19750,"18,752","20,004","19,378"
35053,Socorro,(NM),15498,"5,293","17,395","11,344"
35061,Valencia,(NM),17285,"5,293","17,395","11,344"
41023,Grant,(OR),19750,"18,752","20,004","19,378"
41025,Harney,(OR),15363,"5,293","17,395","11,344"
41045,Malheur,(OR),18631,"17,395","18,752","18,074"
49001,Beaver,(UT),21346,"20,004","21,533","20,769"
49003,Box Elder,(UT),16716,"5,293","17,395","11,344"
49005,Cache,(UT),19327,"18,752","20,004","19,378"
49007,Carbon,(UT),17832,"17,395","18,752","18,074"
49009,Daggett,(UT),16662,"5,293","17,395","11,344"
49011,Davis,(UT),17980,"17,395","18,752","18,074"
49013,Duchesne,(UT),14777,"5,293","17,395","11,344"
49015,Emery,(UT),15244,"5,293","17,395","11,344"
49017,Garfield,(UT),22861,"21,533","36,976","29,255"
49019,Grand,(UT),19489,"18,752","20,004","19,378"
49021,Iron,(UT),15332,"5,293","17,395","11,344"
49023,Juab,(UT),22641,"21,533","36,976","29,255"
49025,Kane,(UT),16723,"5,293","17,395","11,344"
49027,Millard,(UT),17995,"17,395","18,752","18,074"
49029,Morgan,(UT),17847,"17,395","18,752","18,074"
49031,Piute,(UT),19240,"18,752","20,004","19,378"
49033,Rich,(UT),18904,"18,752","20,004","19,378"
49035,Salt Lake,(UT),18701,"17,395","18,752","18,074"
49037,San Juan,(UT),21597,"21,533","36,976","29,255"
49039,Sanpete,(UT),17151,"5,293","17,395","11,344"
49041,Sevier,(UT),16021,"5,293","17,395","11,344"
49043,Summit,(UT),16716,"5,293","17,395","11,344"
49045,Tooele,(UT),20421,"20,004","21,533","20,769"
49047,Uintah,(UT),18443,"17,395","18,752","18,074"
49049,Utah,(UT),17700,"17,395","18,752","18,074"
49051,Wasatch,(UT),17221,"5,293","17,395","11,344"
49053,Washington,(UT),15479,"5,293","17,395","11,344"
49055,Wayne,(UT),17387,"5,293","17,395","11,344"
49057,Weber,(UT),17962,"17,395","18,752","18,074"
56003,Big Horn,(WY),19891,"18,752","20,004","19,378"
56007,Carbon,(WY),19418,"18,752","20,004","19,378"
56013,Fremont,(WY),17400,"17,395","18,752","18,074"
56017,Hot Springs,(WY),19603,"18,752","20,004","19,378"
56023,Lincoln,(WY),17569,"17,395","18,752","18,074"
56025,Natrona,(WY),18448,"17,395","18,752","18,074"
56029,Park,(WY),18816,"18,752","20,004","19,378"
56035,Sublette,(WY),15191,"5,293","17,395","11,344"
56037,Sweetwater,(WY),19907,"18,752","20,004","19,378"
56039,Teton,(WY),15414,"5,293","17,395","11,344"
56041,Uinta,(WY),16287,"5,293","17,395","11,344"
56043,Washakie,(WY),25718,"21,533","36,976","29,255"
22031,De Soto,(LA),21558,"21,533","36,976","29,255"
48001,Anderson,(TX),23051,"21,533","36,976","29,255"
48005,Angelina,(TX),21217,"20,004","21,533","20,769"
48007,Aransas,(TX),19865,"18,752","20,004","19,378"
48013,Atascosa,(TX),21383,"20,004","21,533","20,769"
48015,Austin,(TX),20841,"20,004","21,533","20,769"
48019,Bandera,(TX),16694,"5,293","17,395","11,344"
48021,Bastrop,(TX),20022,"20,004","21,533","20,769"
48025,Bee,(TX),27056,"21,533","36,976","29,255"
48027,Bell,(TX),21163,"20,004","21,533","20,769"
48029,Bexar,(TX),20023,"20,004","21,533","20,769"
48031,Blanco,(TX),17325,"5,293","17,395","11,344"
48035,Bosque,(TX),18231,"17,395","18,752","18,074"
48039,Brazoria,(TX),22719,"21,533","36,976","29,255"
48041,Brazos,(TX),20350,"20,004","21,533","20,769"
48043,Brewster,(TX),19394,"18,752","20,004","19,378"
48047,Brooks,(TX),25455,"21,533","36,976","29,255"
48049,Brown,(TX),23445,"21,533","36,976","29,255"
48051,Burleson,(TX),23036,"21,533","36,976","29,255"
48053,Burnet,(TX),20014,"20,004","21,533","20,769"
48055,Caldwell,(TX),22752,"21,533","36,976","29,255"
48057,Calhoun,(TX),23893,"21,533","36,976","29,255"
48061,Cameron,(TX),23101,"21,533","36,976","29,255"
48071,Chambers,(TX),24978,"21,533","36,976","29,255"
48073,Cherokee,(TX),23189,"21,533","36,976","29,255"
48081,Coke,(TX),18815,"18,752","20,004","19,378"
48083,Coleman,(TX),23420,"21,533","36,976","29,255"
48089,Colorado,(TX),22458,"21,533","36,976","29,255"
48091,Comal,(TX),18407,"17,395","18,752","18,074"
48093,Comanche,(TX),22196,"21,533","36,976","29,255"
48095,Concho,(TX),20304,"20,004","21,533","20,769"
48099,Coryell,(TX),21913,"21,533","36,976","29,255"
48103,Crane,(TX),22699,"21,533","36,976","29,255"
48105,Crockett,(TX),25280,"21,533","36,976","29,255"
48109,Culberson,(TX),35785,"21,533","36,976","29,255"
48123,DeWitt,(TX),21333,"20,004","21,533","20,769"
48127,Dimmit,(TX),22018,"21,533","36,976","29,255"
48131,Duval,(TX),23987,"21,533","36,976","29,255"
48135,Ector,(TX),20649,"20,004","21,533","20,769"
48137,Edwards,(TX),19387,"18,752","20,004","19,378"
48141,El Paso,(TX),22322,"21,533","36,976","29,255"
48145,Falls,(TX),24153,"21,533","36,976","29,255"
48149,Fayette,(TX),19951,"18,752","20,004","19,378"
48157,Fort Bend,(TX),21905,"21,533","36,976","29,255"
48161,Freestone,(TX),22406,"21,533","36,976","29,255"
48163,Frio,(TX),22927,"21,533","36,976","29,255"
48167,Galveston,(TX),25759,"21,533","36,976","29,255"
48171,Gillespie,(TX),17198,"5,293","17,395","11,344"
48173,Glasscock,(TX),20780,"20,004","21,533","20,769"
48175,Goliad,(TX),23530,"21,533","36,976","29,255"
48177,Gonzales,(TX),20941,"20,004","21,533","20,769"
48185,Grimes,(TX),22336,"21,533","36,976","29,255"
48187,Guadalupe,(TX),20476,"20,004","21,533","20,769"
48193,Hamilton,(TX),18960,"18,752","20,004","19,378"
48199,Hardin,(TX),19789,"18,752","20,004","19,378"
48201,Harris,(TX),23723,"21,533","36,976","29,255"
48209,Hays,(TX),19317,"18,752","20,004","19,378"
48215,Hidalgo,(TX),22385,"21,533","36,976","29,255"
48217,Hill,(TX),21289,"20,004","21,533","20,769"
48225,Houston,(TX),20392,"20,004","21,533","20,769"
48229,Hudspeth,(TX),19487,"18,752","20,004","19,378"
48235,Irion,(TX),19253,"18,752","20,004","19,378"
48239,Jackson,(TX),24573,"21,533","36,976","29,255"
48241,Jasper,(TX),20667,"20,004","21,533","20,769"
48243,Jeff Davis,(TX),14823,"5,293","17,395","11,344"
48245,Jefferson,(TX),21593,"21,533","36,976","29,255"
48247,Jim Hogg,(TX),27722,"21,533","36,976","29,255"
48249,Jim Wells,(TX),24069,"21,533","36,976","29,255"
48255,Karnes,(TX),23848,"21,533","36,976","29,255"
48259,Kendall,(TX),17270,"5,293","17,395","11,344"
48261,Kenedy,(TX),-9999,,,#DIV/0!
48265,Kerr,(TX),19010,"18,752","20,004","19,378"
48267,Kimble,(TX),23647,"21,533","36,976","29,255"
48271,Kinney,(TX),19386,"18,752","20,004","19,378"
48273,Kleberg,(TX),23050,"21,533","36,976","29,255"
48281,Lampasas,(TX),20765,"20,004","21,533","20,769"
48283,La Salle,(TX),23185,"21,533","36,976","29,255"
48285,Lavaca,(TX),24948,"21,533","36,976","29,255"
48287,Lee,(TX),21469,"20,004","21,533","20,769"
48289,Leon,(TX),20974,"20,004","21,533","20,769"
48291,Liberty,(TX),26493,"21,533","36,976","29,255"
48293,Limestone,(TX),22837,"21,533","36,976","29,255"
48297,Live Oak,(TX),23007,"21,533","36,976","29,255"
48299,Llano,(TX),19776,"18,752","20,004","19,378"
48301,Loving,(TX),-9999,,,#DIV/0!
48307,McCulloch,(TX),21542,"21,533","36,976","29,255"
48309,McLennan,(TX),21188,"20,004","21,533","20,769"
48311,McMullen,(TX),17367,"5,293","17,395","11,344"
48313,Madison,(TX),25684,"21,533","36,976","29,255"
48319,Mason,(TX),17333,"5,293","17,395","11,344"
48321,Matagorda,(TX),21103,"20,004","21,533","20,769"
48323,Maverick,(TX),24975,"21,533","36,976","29,255"
48325,Medina,(TX),20631,"20,004","21,533","20,769"
48327,Menard,(TX),17600,"17,395","18,752","18,074"
48329,Midland,(TX),17982,"17,395","18,752","18,074"
48331,Milam,(TX),22997,"21,533","36,976","29,255"
48333,Mills,(TX),21541,"21,533","36,976","29,255"
48339,Montgomery,(TX),22559,"21,533","36,976","29,255"
48347,Nacogdoches,(TX),23617,"21,533","36,976","29,255"
48349,Navarro,(TX),21877,"21,533","36,976","29,255"
48351,Newton,(TX),22306,"21,533","36,976","29,255"
48355,Nueces,(TX),22462,"21,533","36,976","29,255"
48361,Orange,(TX),21354,"20,004","21,533","20,769"
48371,Pecos,(TX),22543,"21,533","36,976","29,255"
48373,Polk,(TX),20324,"20,004","21,533","20,769"
48377,Presidio,(TX),20952,"20,004","21,533","20,769"
48383,Reagan,(TX),26814,"21,533","36,976","29,255"
48385,Real,(TX),24088,"21,533","36,976","29,255"
48389,Reeves,(TX),20368,"20,004","21,533","20,769"
48391,Refugio,(TX),25824,"21,533","36,976","29,255"
48395,Robertson,(TX),22951,"21,533","36,976","29,255"
48399,Runnels,(TX),21611,"21,533","36,976","29,255"
48403,Sabine,(TX),20269,"20,004","21,533","20,769"
48405,San Augustine,(TX),22013,"21,533","36,976","29,255"
48407,San Jacinto,(TX),25387,"21,533","36,976","29,255"
48409,San Patricio,(TX),23584,"21,533","36,976","29,255"
48411,San Saba,(TX),23041,"21,533","36,976","29,255"
48413,Schleicher,(TX),28599,"21,533","36,976","29,255"
48419,Shelby,(TX),21168,"20,004","21,533","20,769"
48427,Starr,(TX),22632,"21,533","36,976","29,255"
48431,Sterling,(TX),16573,"5,293","17,395","11,344"
48435,Sutton,(TX),18242,"17,395","18,752","18,074"
48443,Terrell,(TX),12940,"5,293","17,395","11,344"
48451,Tom Green,(TX),20194,"20,004","21,533","20,769"
48453,Travis,(TX),19685,"18,752","20,004","19,378"
48455,Trinity,(TX),21706,"21,533","36,976","29,255"
48457,Tyler,(TX),20654,"20,004","21,533","20,769"
48461,Upton,(TX),36402,"21,533","36,976","29,255"
48463,Uvalde,(TX),23883,"21,533","36,976","29,255"
48465,Val Verde,(TX),20917,"20,004","21,533","20,769"
48469,Victoria,(TX),23556,"21,533","36,976","29,255"
48471,Walker,(TX),22187,"21,533","36,976","29,255"
48473,Waller,(TX),23283,"21,533","36,976","29,255"
48475,Ward,(TX),20658,"20,004","21,533","20,769"
48477,Washington,(TX),20091,"20,004","21,533","20,769"
48479,Webb,(TX),24822,"21,533","36,976","29,255"
48481,Wharton,(TX),24369,"21,533","36,976","29,255"
48489,Willacy,(TX),19837,"18,752","20,004","19,378"
48491,Williamson,(TX),19476,"18,752","20,004","19,378"
48493,Wilson,(TX),18389,"17,395","18,752","18,074"
48495,Winkler,(TX),23926,"21,533","36,976","29,255"
48505,Zapata,(TX),20877,"20,004","21,533","20,769"
48507,Zavala,(TX),22862,"21,533","36,976","29,255"
5007,Benton,(AR),16734,"5,293","17,395","11,344"
5033,Crawford,(AR),20230,"20,004","21,533","20,769"
5047,Franklin,(AR),19786,"18,752","20,004","19,378"
5057,Hempstead,(AR),19896,"18,752","20,004","19,378"
5061,Howard,(AR),23385,"21,533","36,976","29,255"
5081,Little River,(AR),22122,"21,533","36,976","29,255"
5083,Logan,(AR),23233,"21,533","36,976","29,255"
5087,Madison,(AR),17577,"17,395","18,752","18,074"
5091,Miller,(AR),21434,"20,004","21,533","20,769"
5113,Polk,(AR),18070,"17,395","18,752","18,074"
5127,Scott,(AR),17933,"17,395","18,752","18,074"
5131,Sebastian,(AR),20638,"20,004","21,533","20,769"
5133,Sevier,(AR),20551,"20,004","21,533","20,769"
5143,Washington,(AR),19452,"18,752","20,004","19,378"
8001,Adams,(CO),20548,"20,004","21,533","20,769"
8003,Alamosa,(CO),19578,"18,752","20,004","19,378"
8005,Arapahoe,(CO),20162,"20,004","21,533","20,769"
8009,Baca,(CO),24258,"21,533","36,976","29,255"
8011,Bent,(CO),18474,"17,395","18,752","18,074"
8013,Boulder,(CO),16455,"5,293","17,395","11,344"
8014,Broomfield,(CO),17438,"17,395","18,752","18,074"
8015,Chaffee,(CO),17850,"17,395","18,752","18,074"
8017,Cheyenne,(CO),15629,"5,293","17,395","11,344"
8019,Clear Creek,(CO),21527,"20,004","21,533","20,769"
8021,Conejos,(CO),22530,"21,533","36,976","29,255"
8023,Costilla,(CO),16002,"5,293","17,395","11,344"
8025,Crowley,(CO),19241,"18,752","20,004","19,378"
8027,Custer,(CO),11572,"5,293","17,395","11,344"
8031,Denver,(CO),20738,"20,004","21,533","20,769"
8035,Douglas,(CO),17880,"17,395","18,752","18,074"
8037,Eagle,(CO),16897,"5,293","17,395","11,344"
8039,Elbert,(CO),18371,"17,395","18,752","18,074"
8041,El Paso,(CO),16965,"5,293","17,395","11,344"
8043,Fremont,(CO),16258,"5,293","17,395","11,344"
8047,Gilpin,(CO),18002,"17,395","18,752","18,074"
8049,Grand,(CO),15640,"5,293","17,395","11,344"
8055,Huerfano,(CO),16074,"5,293","17,395","11,344"
8057,Jackson,(CO),18607,"17,395","18,752","18,074"
8059,Jefferson,(CO),18352,"17,395","18,752","18,074"
8061,Kiowa,(CO),36226,"21,533","36,976","29,255"
8063,Kit Carson,(CO),26666,"21,533","36,976","29,255"
8065,Lake,(CO),21743,"21,533","36,976","29,255"
8069,Larimer,(CO),18512,"17,395","18,752","18,074"
8071,Las Animas,(CO),20413,"20,004","21,533","20,769"
8073,Lincoln,(CO),18794,"18,752","20,004","19,378"
8075,Logan,(CO),20535,"20,004","21,533","20,769"
8087,Morgan,(CO),20690,"20,004","21,533","20,769"
8089,Otero,(CO),18771,"18,752","20,004","19,378"
8093,Park,(CO),14330,"5,293","17,395","11,344"
8095,Phillips,(CO),31381,"21,533","36,976","29,255"
8099,Prowers,(CO),20800,"20,004","21,533","20,769"
8101,Pueblo,(CO),19046,"18,752","20,004","19,378"
8105,Rio Grande,(CO),18907,"18,752","20,004","19,378"
